index,Country/Territory,Suspected,Confirmed,Imported Cases,Incidence Rate,Zika Case Deaths,Zika Congenital Syndrome,Population x1000e,Congenital Suspected,Congenital Probable,GBS,Confirmed congenital syndrome,Date,Year,Month,Day,Noncumulative Suspected,Noncumulative Confirmed,Noncumulative Zika Case Deaths,Noncumulative Zika Congenital Syndrome
44,Anguilla,29,23,1.0,305.88235294117646,0.0,0.0,17,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
46,Aruba,1208,468,7.0,1470.1754385964912,0.0,0.0,114,0,0,,,2017-05-18,2017,may,18,0,0,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-05-18,2017,may,18,0,0,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,381,0.0,2464.0,0.0,0.0,25,0,0,,,2017-05-18,2017,may,18,0,0,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-05-18,2017,may,18,0,0,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
53,Grenada,336,117,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
55,Jamaica,7655,203,0.0,279.84330484330485,0.0,0.0,2808,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-05-18,2017,may,18,0,0,0.0,0.0
61,Suriname,2768,723,0.0,637.043795620438,4.0,4.0,548,2,5,15,4,2017-05-18,2017,may,18,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
63,Turks and Caicos Islands,201,25,3.0,434.61538461538464,0.0,0.0,52,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
65,Virgin Islands (US),1093,1026,2.0,2057.2815533980583,0.0,0.0,103,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
38,Argentina,869,94,40.0,2.185655923740354,0.0,2.0,44060,,,,,2017-05-18,2017,may,18,0,8,0.0,0.0
36,Brazil,223230,133527,0.0,170.2466679074029,11.0,2698.0,209553,9289,2989,,,2017-05-18,2017,may,18,0,0,0.0,45.0
35,Subtotal ,168842,15141,41.0,131.77882032732873,0.0,168.0,139615,195,216,417,0,2017-05-18,2017,may,18,167310,15032,0.0,164.0
4,United States of America,0,225,5010.0,0.06916777335104028,0.0,72.0,325296,0,0,0,7,2017-05-18,2017,may,18,0,0,0.0,6.0
5,Subtotal ,0,225,5515.0,0.06221467658046017,0.0,73.0,361651,0,0,0,7,2017-05-18,2017,may,18,-168842,-14916,0.0,-95.0
8,Mexico,0,8735,15.0,6.791112078616743,0.0,5.0,128624,0,0,419,0,2017-05-18,2017,may,18,0,4,0.0,0.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
11,Costa Rica,6344,1801,32.0,166.87154271665642,0.0,5.0,4881,0,0,0,1,2017-05-18,2017,may,18,17,1,0.0,0.0
12,El Salvador,11511,51,0.0,188.09175207418252,0.0,4.0,6147,,,,,2017-05-18,2017,may,18,12,0,0.0,0.0
13,Guatemala,3634,921,0.0,27.317980088760944,0.0,59.0,16674,5,0,47,13,2017-05-18,2017,may,18,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-05-18,2017,may,18,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
16,Panama,4178,969,42.0,128.99749373433585,0.0,7.0,3990,35,5,13,3,2017-05-18,2017,may,18,0,0,0.0,0.0
17,Subtotal ,59091,6310,77.0,140.8381247711954,0.0,81.0,46437,101,5,201,18,2017-05-18,2017,may,18,59091,6085,0.0,8.0
20,Dominican Republic,4906,345,0.0,49.03810235338065,0.0,54.0,10708,16,0,274,30,2017-05-18,2017,may,18,0,0,0.0,0.0
21,French Guiana,10385,483,10.0,3937.68115942029,0.0,17.0,276,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,18.0,472,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,23.0,396,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
25,Puerto Rico,0,40140,137.0,1090.4645476772616,5.0,35.0,3681,0,1,11,34,2017-05-18,2017,may,18,0,1,0.0,6.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
27,Saint Martin,3280,200,0.0,9666.666666666666,0.0,1.0,36,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
28,Subtotal ,90041,41824,205.0,348.0481431625624,5.0,149.0,37887,16,1,314,64,2017-05-18,2017,may,18,30950,35514,5.0,68.0
30,Bolivia (Plurinational State of),1767,585,4.0,21.438337435056056,0.0,14.0,10971,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
31,Colombia,97983,9802,0.0,221.551901336074,0.0,151.0,48650,195,216,417,0,2017-05-18,2017,may,18,47,0,0.0,1.0
32,Ecuador,3972,1330,15.0,32.121652732339754,0.0,3.0,16506,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
33,Peru,5155,1011,22.0,19.286831404441664,0.0,0.0,31970,,,,,2017-05-18,2017,may,18,373,5,0.0,0.0
34,Venezuela (Bolivarian Republic of),59965,2413,0.0,197.91230408020814,0.0,0.0,31518,,,,,2017-05-18,2017,may,18,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-05-18,2017,may,18,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-05-18,2017,may,18,0,0,0.0,0.0
67,TOTAL,563629,211520,5957.0,77.24385132569813,20.0,3188.0,1003509,9611,3216,1366,93,2017-05-18,2017,may,18,461,20,0.0,58.0
66,Subtotal ,20893,5649,29.0,359.5502573828231,4.0,10.0,7382,10,5,15,4,2017-05-18,2017,may,18,-69148,-36175,-1.0,-139.0
4,United States of America,0,225,5010.0,0.06916777335104028,0.0,72.0,325296,0,0,0,7,2017-05-25,2017,may,25,0,0,0.0,0.0
34,Venezuela (Bolivarian Republic of),59965,2413,0.0,197.91230408020814,0.0,0.0,31518,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
33,Peru,5434,1013,22.0,20.165780419142948,0.0,0.0,31970,,,,,2017-05-25,2017,may,25,279,2,0.0,0.0
32,Ecuador,3972,1330,15.0,32.121652732339754,0.0,3.0,16506,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
31,Colombia,98020,9802,0.0,221.62795477903393,0.0,155.0,48650,195,216,417,0,2017-05-25,2017,may,25,37,0,0.0,4.0
30,Bolivia (Plurinational State of),1767,585,4.0,21.438337435056056,0.0,14.0,10971,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
28,Subtotal ,90041,41958,205.0,348.4018264840183,5.0,188.0,37887,16,1,314,64,2017-05-25,2017,may,25,69148,36309,1.0,178.0
27,Saint Martin,3280,200,0.0,9666.666666666666,0.0,1.0,36,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
25,Puerto Rico,0,40274,137.0,1094.1048628090193,5.0,35.0,3681,0,1,11,34,2017-05-25,2017,may,25,0,134,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,23.0,396,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,18.0,472,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
21,French Guiana,10385,483,10.0,3937.68115942029,0.0,17.0,276,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
35,Subtotal ,169158,15143,41.0,132.00658954983348,0.0,172.0,139615,195,216,417,0,2017-05-25,2017,may,25,79117,-26815,-5.0,-16.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-05-25,2017,may,25,0,0,0.0,0.0
17,Subtotal ,59102,6315,77.0,140.87258005469775,0.0,81.0,46437,101,5,201,18,2017-05-25,2017,may,25,-110056,-8828,0.0,-91.0
16,Panama,4178,969,42.0,128.99749373433585,0.0,7.0,3990,35,5,13,3,2017-05-25,2017,may,25,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-05-25,2017,may,25,0,0,0.0,0.0
13,Guatemala,3634,921,0.0,27.317980088760944,0.0,59.0,16674,5,0,47,13,2017-05-25,2017,may,25,0,0,0.0,0.0
12,El Salvador,11514,51,0.0,188.14055636896046,0.0,4.0,6147,,,,,2017-05-25,2017,may,25,3,0,0.0,0.0
11,Costa Rica,6352,1806,32.0,167.13788158164311,0.0,5.0,4881,0,0,0,1,2017-05-25,2017,may,25,8,5,0.0,0.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
8,Mexico,0,8762,15.0,6.812103495459635,0.0,5.0,128624,0,0,419,0,2017-05-25,2017,may,25,0,27,0.0,0.0
5,Subtotal ,0,225,5515.0,0.06221467658046017,0.0,73.0,361651,0,0,0,7,2017-05-25,2017,may,25,-59102,-6090,0.0,-8.0
3,Canada,0,0,499.0,0.0,0.0,1.0,36284,0,0,0,0,2017-05-25,2017,may,25,0,0,0.0,0.0
20,Dominican Republic,4906,345,0.0,49.03810235338065,0.0,93.0,10708,16,0,274,30,2017-05-25,2017,may,25,0,0,0.0,39.0
67,TOTAL,563960,211695,5957.0,77.29427439116141,20.0,3231.0,1003509,9611,3216,1366,93,2017-05-25,2017,may,25,331,175,0.0,43.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
66,Subtotal ,20892,5650,29.0,359.5502573828231,4.0,10.0,7382,10,5,15,4,2017-05-25,2017,may,25,20892,5425,4.0,-63.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-05-25,2017,may,25,0,0,0.0,0.0
65,Virgin Islands (US),1093,1026,2.0,2057.2815533980583,0.0,0.0,103,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
63,Turks and Caicos Islands,201,25,3.0,434.61538461538464,0.0,0.0,52,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
61,Suriname,2768,723,0.0,637.043795620438,4.0,4.0,548,2,5,15,4,2017-05-25,2017,may,25,0,0,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-05-25,2017,may,25,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
55,Jamaica,7655,203,0.0,279.84330484330485,0.0,0.0,2808,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-05-25,2017,may,25,-1,1,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-05-25,2017,may,25,0,0,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,381,0.0,2464.0,0.0,0.0,25,0,0,,,2017-05-25,2017,may,25,0,0,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-05-25,2017,may,25,0,0,0.0,0.0
46,Aruba,1208,468,7.0,1470.1754385964912,0.0,0.0,114,0,0,,,2017-05-25,2017,may,25,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
44,Anguilla,29,23,1.0,305.88235294117646,0.0,0.0,17,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
42,Subtotal ,1537,115,75.0,2.283029297954671,0.0,4.0,72360,0,0,0,0,2017-05-25,2017,may,25,-19355,-5535,-4.0,-6.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-05-25,2017,may,25,0,0,0.0,0.0
40,Paraguay,668,16,0.0,10.17100371747212,0.0,2.0,6725,,,,,2017-05-25,2017,may,25,5,1,0.0,0.0
38,Argentina,869,99,40.0,2.1970040853381754,0.0,2.0,44060,,,,,2017-05-25,2017,may,25,0,5,0.0,0.0
36,Brazil,223230,133527,0.0,170.2466679074029,11.0,2698.0,209553,9289,2989,,,2017-05-25,2017,may,25,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
40,Paraguay,674,16,0.0,10.260223048327138,0.0,2.0,6725,,,,,2017-06-01,2017,jun,1,6,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
42,Subtotal ,1543,117,75.0,2.2940851299060254,0.0,4.0,72360,0,0,0,0,2017-06-01,2017,jun,1,6,2,0.0,0.0
44,Anguilla,29,23,1.0,305.88235294117646,0.0,0.0,17,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
46,Aruba,1208,468,7.0,1470.1754385964912,0.0,0.0,114,0,0,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-06-01,2017,jun,1,0,0,0.0,0.0
48,Barbados,705,150,0.0,292.8082191780822,0.0,1.0,292,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",235,381,0.0,2464.0,0.0,0.0,25,0,0,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
50,Cayman Islands,232,31,10.0,453.44827586206895,0.0,0.0,58,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
38,Argentina,869,101,40.0,2.2015433499773036,0.0,2.0,44060,,,,,2017-06-01,2017,jun,1,0,2,0.0,0.0
52,Dominica,1154,79,0.0,1666.2162162162163,0.0,0.0,74,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
55,Jamaica,7650,203,0.0,279.66524216524215,0.0,0.0,2808,,,,,2017-06-01,2017,jun,1,-5,0,0.0,0.0
57,Saint Kitts and Nevis,554,33,0.0,1107.5471698113208,0.0,0.0,53,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
61,Suriname,2768,723,0.0,637.043795620438,4.0,4.0,548,2,5,15,4,2017-06-01,2017,jun,1,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
63,Turks and Caicos Islands,201,25,3.0,434.61538461538464,0.0,0.0,52,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
64,Virgin Islands (UK),74,53,0.0,362.85714285714283,0.0,0.0,35,,,,,2017-06-01,2017,jun,1,0,1,0.0,0.0
65,Virgin Islands (US),1093,1026,2.0,2057.2815533980583,0.0,0.0,103,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
66,Subtotal ,20887,5651,29.0,359.4960715253319,4.0,10.0,7382,10,5,15,4,2017-06-01,2017,jun,1,19344,5534,4.0,6.0
53,Grenada,335,118,0.0,408.1081081081081,0.0,2.0,111,8,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
67,TOTAL,565692,212298,5960.0,77.52695790471236,20.0,3323.0,1003509,9611,3216,1366,93,2017-06-01,2017,jun,1,1732,603,0.0,92.0
36,Brazil,224670,134057,0.0,171.1867642076229,11.0,2698.0,209553,9289,2989,,,2017-06-01,2017,jun,1,1440,530,0.0,0.0
34,Venezuela (Bolivarian Republic of),59965,2413,0.0,197.91230408020814,0.0,0.0,31518,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
5,Subtotal ,0,225,5518.0,0.06221467658046017,0.0,81.0,361651,0,0,0,7,2017-06-01,2017,jun,1,-20887,-5426,-4.0,71.0
4,United States of America,0,225,5013.0,0.06916777335104028,0.0,80.0,325296,0,0,0,7,2017-06-01,2017,jun,1,0,0,0.0,8.0
3,Canada,0,0,499.0,0.0,0.0,1.0,36284,0,0,0,0,2017-06-01,2017,jun,1,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-06-01,2017,jun,1,0,0,0.0,0.0
11,Costa Rica,6396,1810,32.0,168.12128662159392,0.0,5.0,4881,0,0,0,1,2017-06-01,2017,jun,1,44,4,0.0,0.0
12,El Salvador,11521,51,0.0,188.25443305677567,0.0,4.0,6147,,,,,2017-06-01,2017,jun,1,7,0,0.0,0.0
13,Guatemala,3678,921,0.0,27.581863979848865,0.0,140.0,16674,5,0,47,13,2017-06-01,2017,jun,1,44,0,0.0,81.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-06-01,2017,jun,1,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
16,Panama,4178,969,42.0,128.99749373433585,0.0,8.0,3990,35,5,13,3,2017-06-01,2017,jun,1,0,0,0.0,1.0
17,Subtotal ,59197,6319,77.0,141.08577212136873,0.0,163.0,46437,101,5,201,18,2017-06-01,2017,jun,1,59197,6094,0.0,82.0
35,Subtotal ,169354,15172,41.0,132.16774701858682,0.0,174.0,139615,195,216,417,0,2017-06-01,2017,jun,1,110157,8853,0.0,11.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-06-01,2017,jun,1,0,0,0.0,0.0
21,French Guiana,10385,483,10.0,3937.68115942029,0.0,17.0,276,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,18.0,472,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,23.0,396,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
25,Puerto Rico,0,40301,137.0,1094.8383591415377,5.0,35.0,3681,0,1,11,34,2017-06-01,2017,jun,1,0,27,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
27,Saint Martin,3280,200,0.0,9666.666666666666,0.0,1.0,36,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
28,Subtotal ,90041,41985,205.0,348.47309103386385,5.0,188.0,37887,16,1,314,64,2017-06-01,2017,jun,1,-79313,26813,5.0,14.0
30,Bolivia (Plurinational State of),1767,585,4.0,21.438337435056056,0.0,14.0,10971,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
31,Colombia,98068,9802,0.0,221.72661870503597,0.0,157.0,48650,195,216,417,0,2017-06-01,2017,jun,1,48,0,0.0,2.0
32,Ecuador,3972,1330,15.0,32.121652732339754,0.0,3.0,16506,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
33,Peru,5582,1042,22.0,20.719424460431654,0.0,0.0,31970,,,,,2017-06-01,2017,jun,1,148,29,0.0,0.0
20,Dominican Republic,4906,345,0.0,49.03810235338065,0.0,93.0,10708,16,0,274,30,2017-06-01,2017,jun,1,0,0,0.0,0.0
8,Mexico,0,8772,15.0,6.819878094290335,0.0,5.0,128624,0,0,419,0,2017-06-01,2017,jun,1,0,10,0.0,0.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-06-01,2017,jun,1,0,0,0.0,0.0
35,Subtotal ,170422,16058,41.0,133.56731010278264,0.0,185.0,139615,195,216,417,0,2017-06-02,2017,jun,2,80381,-25927,-5.0,-3.0
32,Ecuador,3842,1848,15.0,34.4723130982673,0.0,5.0,16506,,,,,2017-06-02,2017,jun,2,-130,518,0.0,2.0
31,Colombia,98199,9802,0.0,221.99588900308325,0.0,166.0,48650,195,216,417,0,2017-06-02,2017,jun,2,131,0,0.0,9.0
30,Bolivia (Plurinational State of),2288,712,4.0,27.344818156959256,0.0,14.0,10971,,,,,2017-06-02,2017,jun,2,521,127,0.0,0.0
28,Subtotal ,90156,42058,205.0,348.96930345501096,5.0,149.0,37887,16,1,314,64,2017-06-02,2017,jun,2,-80266,26000,5.0,-36.0
27,"Saint Martin,",3280,200,0.0,9666.666666666666,0.0,0.0,36,,,,,2017-06-02,2017,jun,2,,,,
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
25,Puerto Rico,0,40374,137.0,1096.8215158924206,5.0,42.0,3681,0,1,11,34,2017-06-02,2017,jun,2,0,73,0.0,7.0
24,"Martinique,",36680,21,0.0,9267.929292929293,0.0,7.0,396,,,,,2017-06-02,2017,jun,2,,,,
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
22,"Guadeloupe,",30845,382,0.0,6615.889830508475,0.0,5.0,472,,,,,2017-06-02,2017,jun,2,,,,
21,"French Guiana,",10500,483,10.0,3979.3478260869565,0.0,1.0,276,,,,,2017-06-02,2017,jun,2,,,,
20,Dominican Republic,4906,345,0.0,49.03810235338065,0.0,93.0,10708,16,0,274,30,2017-06-02,2017,jun,2,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-06-02,2017,jun,2,0,0,0.0,0.0
17,Subtotal ,59442,6394,77.0,141.77487779141632,0.0,165.0,46437,101,5,201,18,2017-06-02,2017,jun,2,-30714,-35664,-5.0,16.0
16,Panama,4307,985,42.0,132.6315789473684,0.0,9.0,3990,35,5,13,3,2017-06-02,2017,jun,2,129,16,0.0,1.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,4.0,8190,61,0,141,1,2017-06-02,2017,jun,2,0,0,0.0,0.0
13,Guatemala,3686,966,0.0,27.89972412138659,0.0,140.0,16674,5,0,47,13,2017-06-02,2017,jun,2,8,45,0.0,0.0
12,El Salvador,11557,51,0.0,188.84008459411095,0.0,4.0,6147,,,,,2017-06-02,2017,jun,2,36,0,0.0,0.0
11,Costa Rica,6468,1824,32.0,169.88322065150584,0.0,6.0,4881,0,0,0,1,2017-06-02,2017,jun,2,72,14,0.0,1.0
10,Belize,1294,206,0.0,404.3126684636119,0.0,0.0,371,,,,,2017-06-02,2017,jun,2,0,0,0.0,0.0
8,Mexico,0,8842,15.0,6.874300286105237,0.0,5.0,128624,0,0,419,0,2017-06-02,2017,jun,2,0,70,0.0,0.0
5,Subtotal ,0,225,5543.0,0.06221467658046017,0.0,81.0,361651,0,0,0,7,2017-06-02,2017,jun,2,-59442,-6169,0.0,-84.0
4,United States of America,0,225,5030.0,0.06916777335104028,0.0,80.0,325296,0,0,0,7,2017-06-02,2017,jun,2,0,0,0.0,0.0
3,Canada,0,0,507.0,0.0,0.0,1.0,36284,0,0,0,0,2017-06-02,2017,jun,2,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-06-02,2017,jun,2,0,0,0.0,0.0
33,Peru,6128,1283,22.0,23.18110728808258,0.0,0.0,31970,,,,,2017-06-02,2017,jun,2,546,241,0.0,0.0
