index,Country/Territory,Suspected,Confirmed,Imported Cases,Incidence Rate,Zika Case Deaths,Zika Congenital Syndrome,Population x1000e,Congenital Suspected,Congenital Probable,GBS,Confirmed congenital syndrome,Date,Year,Month,Day,Noncumulative Suspected,Noncumulative Confirmed,Noncumulative Zika Case Deaths,Noncumulative Zika Congenital Syndrome
12,El Salvador,11535,51,0.0,188.48218643240605,0.0,4.0,6147,,,,,2017-03-16,2017,mar,16,12,0,0.0,0.0
13,Guatemala,3464,890,0.0,26.112510495382033,0.0,37.0,16674,5,0,47,13,2017-03-16,2017,mar,16,0,0,0.0,0.0
14,Honduras,32105,298,0.0,395.64102564102564,0.0,2.0,8190,61,0,141,1,2017-03-16,2017,mar,16,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
16,Panama,3962,869,42.0,121.07769423558898,0.0,5.0,3990,35,5,13,3,2017-03-16,2017,mar,16,200,-28,0.0,0.0
17,Subtotal ,58013,5984,77.0,137.81467364386157,0.0,52.0,46437,101,5,201,18,2017-03-16,2017,mar,16,58013,5761,0.0,-1.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-03-16,2017,mar,16,0,0,0.0,0.0
3,Canada,0,0,478.0,0.0,0.0,1.0,36284,0,0,0,0,2017-03-16,2017,mar,16,0,0,0.0,0.0
21,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
20,Dominican Republic,4900,345,0.0,48.98206948076205,0.0,54.0,10708,16,0,274,30,2017-03-16,2017,mar,16,4,0,0.0,0.0
33,Peru,1957,903,22.0,8.945886768845792,0.0,0.0,31970,,,,,2017-03-16,2017,mar,16,5,24,0.0,0.0
32,Ecuador,2797,1024,15.0,23.14915788198231,0.0,0.0,16506,,,,,2017-03-16,2017,mar,16,12,95,0.0,0.0
31,Colombia,97586,9802,0.0,220.73586844809867,0.0,131.0,48650,195,216,417,0,2017-03-16,2017,mar,16,182,0,0.0,3.0
30,Bolivia (Plurinational State of),837,192,4.0,9.379272627837025,0.0,14.0,10971,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
28,Subtotal ,89905,41213,205.0,346.0764906168343,5.0,121.0,37887,16,1,314,64,2017-03-16,2017,mar,16,31892,35229,5.0,69.0
34,Venezuela (Bolivarian Republic of),59787,2413,0.0,197.34754743321275,0.0,0.0,31518,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
25,Puerto Rico,0,39529,137.0,1073.86579733768,5.0,12.0,3681,0,1,11,34,2017-03-16,2017,mar,16,0,190,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
27,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,,,,,2017-03-16,2017,mar,16,0,0,0.0,0.0
21,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
25,Puerto Rico,0,39559,137.0,1074.6807932627003,5.0,12.0,3681,0,1,11,34,2017-03-23,2017,mar,23,0,30,0.0,0.0
27,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
28,Subtotal ,89905,41243,205.0,346.155673449996,5.0,121.0,37887,16,1,314,64,2017-03-23,2017,mar,23,0,30,0.0,0.0
30,Bolivia (Plurinational State of),1362,434,4.0,16.37043113663294,0.0,14.0,10971,,,,,2017-03-23,2017,mar,23,525,242,0.0,0.0
31,Colombia,97629,9802,0.0,220.82425488180883,0.0,132.0,48650,195,216,417,0,2017-03-23,2017,mar,23,43,0,0.0,1.0
20,Dominican Republic,4900,345,0.0,48.98206948076205,0.0,54.0,10708,16,0,274,30,2017-03-23,2017,mar,23,0,0,0.0,0.0
32,Ecuador,2804,1058,15.0,23.397552405185994,0.0,0.0,16506,,,,,2017-03-23,2017,mar,23,7,34,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-03-23,2017,mar,23,0,0,0.0,0.0
11,Costa Rica,6202,1759,32.0,163.1018233968449,0.0,2.0,4881,0,0,0,1,2017-03-23,2017,mar,23,71,16,0.0,0.0
16,Panama,3962,869,42.0,121.07769423558898,0.0,5.0,3990,35,5,13,3,2017-03-23,2017,mar,23,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
14,Honduras,32123,302,0.0,395.9096459096459,0.0,3.0,8190,61,0,141,1,2017-03-23,2017,mar,23,18,4,0.0,1.0
13,Guatemala,3598,921,0.0,27.102075086961737,0.0,59.0,16674,5,0,47,13,2017-03-23,2017,mar,23,134,31,0.0,22.0
12,El Salvador,11454,51,0.0,187.16447047340165,0.0,4.0,6147,,,,,2017-03-23,2017,mar,23,-81,0,0.0,0.0
10,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
8,Mexico,0,8174,15.0,6.354957084214455,0.0,5.0,128624,0,0,419,0,2017-03-23,2017,mar,23,0,47,0.0,0.0
5,Subtotal ,0,223,5326.0,0.0616616572330783,0.0,62.0,361651,0,0,0,7,2017-03-23,2017,mar,23,-89905,-41020,-5.0,-59.0
4,United States of America,0,223,4842.0,0.06855294869903103,0.0,61.0,325296,0,0,0,7,2017-03-23,2017,mar,23,0,0,0.0,9.0
3,Canada,0,0,478.0,0.0,0.0,1.0,36284,0,0,0,0,2017-03-23,2017,mar,23,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-03-23,2017,mar,23,0,0,0.0,0.0
33,Peru,1949,904,22.0,8.923991241789178,0.0,0.0,31970,,,,,2017-03-23,2017,mar,23,-8,1,0.0,0.0
17,Subtotal ,58155,6035,77.0,138.23029050110904,0.0,75.0,46437,101,5,201,18,2017-03-23,2017,mar,23,58155,5812,0.0,13.0
34,Venezuela (Bolivarian Republic of),59787,2413,0.0,197.34754743321275,0.0,0.0,31518,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
66,Subtotal ,19973,5038,29.0,338.81062042806826,4.0,8.0,7382,10,5,15,4,2017-03-23,2017,mar,23,-38182,-997,4.0,-67.0
36,Brazil,216972,130976,0.0,166.04295810606385,11.0,2386.0,209553,9289,2989,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
67,TOTAL,551432,206351,5759.0,75.51332374697188,20.0,2807.0,1003509,9611,3216,1366,93,2017-03-23,2017,mar,23,711,409,0.0,33.0
65,Virgin Islands (US),1078,997,2.0,2014.5631067961165,0.0,0.0,103,,,,,2017-03-23,2017,mar,23,6,2,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
63,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
61,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,2,5,15,4,2017-03-23,2017,mar,23,0,0,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
35,Subtotal ,163531,14611,41.0,127.59517243849156,0.0,146.0,139615,195,216,417,0,2017-03-23,2017,mar,23,143558,9573,-4.0,138.0
57,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
55,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
53,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,8,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
39,Chile,0,0,33.0,0.0,0.0,0.0,18131,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
40,Paraguay,645,14,0.0,9.799256505576208,0.0,2.0,6725,,,,,2017-03-23,2017,mar,23,-5,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
42,Subtotal ,2896,51,66.0,4.072692095080154,0.0,4.0,72360,0,0,0,0,2017-03-23,2017,mar,23,-160635,-14560,0.0,-142.0
44,Anguilla,29,22,1.0,300.0,0.0,0.0,17,,,,,2017-03-23,2017,mar,23,1,0,0.0,0.0
38,Argentina,2251,37,32.0,5.19291874716296,0.0,2.0,44060,,,,,2017-03-23,2017,mar,23,0,2,0.0,0.0
46,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-03-23,2017,mar,23,0,0,0.0,0.0
48,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
50,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-03-23,2017,mar,23,0,0,0.0,0.0
17,Subtotal ,58213,6044,77.0,138.37457200077523,0.0,74.0,46437,101,5,201,18,2017-03-30,2017,mar,30,55317,5993,0.0,70.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-03-30,2017,mar,30,0,0,0.0,0.0
20,Dominican Republic,4902,345,0.0,49.00074710496825,0.0,54.0,10708,16,0,274,30,2017-03-30,2017,mar,30,2,0,0.0,0.0
21,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
25,Puerto Rico,0,39636,137.0,1076.7726161369194,5.0,12.0,3681,0,1,11,34,2017-03-30,2017,mar,30,0,77,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
27,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
28,Subtotal ,89907,41320,205.0,346.3641882439887,5.0,121.0,37887,16,1,314,64,2017-03-30,2017,mar,30,31694,35276,5.0,47.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
16,Panama,4006,878,42.0,122.40601503759399,0.0,5.0,3990,35,5,13,3,2017-03-30,2017,mar,30,44,9,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,2.0,8190,61,0,141,1,2017-03-30,2017,mar,30,7,0,0.0,-1.0
13,Guatemala,3598,921,0.0,27.102075086961737,0.0,59.0,16674,5,0,47,13,2017-03-30,2017,mar,30,0,0,0.0,0.0
12,El Salvador,11461,51,0.0,187.27834716121686,0.0,4.0,6147,,,,,2017-03-30,2017,mar,30,7,0,0.0,0.0
11,Costa Rica,6202,1759,32.0,163.1018233968449,0.0,2.0,4881,0,0,0,1,2017-03-30,2017,mar,30,0,0,0.0,0.0
10,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
8,Mexico,0,8182,15.0,6.361176763279015,0.0,5.0,128624,0,0,419,0,2017-03-30,2017,mar,30,0,8,0.0,0.0
5,Subtotal ,0,223,5370.0,0.0616616572330783,0.0,62.0,361651,0,0,0,7,2017-03-30,2017,mar,30,-89907,-41097,-5.0,-59.0
4,United States of America,0,223,4886.0,0.06855294869903103,0.0,61.0,325296,0,0,0,7,2017-03-30,2017,mar,30,0,0,0.0,0.0
3,Canada,0,0,478.0,0.0,0.0,1.0,36284,0,0,0,0,2017-03-30,2017,mar,30,0,0,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-03-30,2017,mar,30,0,0,0.0,0.0
66,Subtotal ,19977,5039,29.0,338.8783527499323,4.0,8.0,7382,10,5,15,4,2017-03-30,2017,mar,30,19977,4816,4.0,-54.0
67,TOTAL,551615,206458,5804.0,75.54222234180261,20.0,2809.0,1003509,9611,3216,1366,93,2017-03-30,2017,mar,30,183,107,0.0,2.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
31,Colombia,97681,9802,0.0,220.9311408016444,0.0,135.0,48650,195,216,417,0,2017-03-30,2017,mar,30,52,0,0.0,3.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-03-30,2017,mar,30,0,0,0.0,0.0
33,Peru,1947,916,22.0,8.955270566155772,0.0,0.0,31970,,,,,2017-03-30,2017,mar,30,-2,12,0.0,0.0
63,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
61,Suriname,2767,723,0.0,636.8613138686131,4.0,4.0,548,2,5,15,4,2017-03-30,2017,mar,30,0,0,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
57,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
55,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
53,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,8,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
50,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
48,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
46,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
44,Anguilla,28,23,1.0,300.0,0.0,0.0,17,,,,,2017-03-30,2017,mar,30,-1,1,0.0,0.0
42,Subtotal ,2896,51,67.0,4.072692095080154,0.0,4.0,72360,0,0,0,0,2017-03-30,2017,mar,30,-17081,-4988,-4.0,-4.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
40,Paraguay,645,14,0.0,9.799256505576208,0.0,2.0,6725,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
38,Argentina,2251,37,32.0,5.19291874716296,0.0,2.0,44060,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
36,Brazil,216972,130976,0.0,166.04295810606385,11.0,2386.0,209553,9289,2989,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
35,Subtotal ,163650,14623,41.0,127.68900189807685,0.0,149.0,139615,195,216,417,0,2017-03-30,2017,mar,30,160754,14572,0.0,145.0
34,Venezuela (Bolivarian Republic of),59856,2413,0.0,197.56646995367726,0.0,0.0,31518,,,,,2017-03-30,2017,mar,30,69,0,0.0,0.0
32,Ecuador,2804,1058,15.0,23.397552405185994,0.0,0.0,16506,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
30,Bolivia (Plurinational State of),1362,434,4.0,16.37043113663294,0.0,14.0,10971,,,,,2017-03-30,2017,mar,30,0,0,0.0,0.0
65,Virgin Islands (US),1083,997,2.0,2019.4174757281553,0.0,0.0,103,,,,,2017-03-30,2017,mar,30,5,0,0.0,0.0
52,Dominica,1150,79,0.0,1660.8108108108108,0.0,0.0,74,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
36,Brazil,219280,131643,0.0,167.46264668126918,11.0,2542.0,209553,9289,2989,,,2017-04-06,2017,apr,6,2308,667,0.0,156.0
38,Argentina,2251,42,32.0,5.204266908760781,0.0,2.0,44060,,,,,2017-04-06,2017,apr,6,0,5,0.0,0.0
39,Chile,0,0,34.0,0.0,0.0,0.0,18131,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
40,Paraguay,632,14,0.0,9.605947955390334,0.0,2.0,6725,,,,,2017-04-06,2017,apr,6,-13,0,0.0,0.0
41,Uruguay,0,0,1.0,0.0,0.0,0.0,3444,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
42,Subtotal ,2883,56,67.0,4.0616362631288006,0.0,4.0,72360,0,0,0,0,2017-04-06,2017,apr,6,-160767,-14567,0.0,-145.0
44,Anguilla,29,23,1.0,305.88235294117646,0.0,0.0,17,,,,,2017-04-06,2017,apr,6,1,0,0.0,0.0
45,Antigua and Barbuda,465,14,2.0,509.5744680851064,0.0,0.0,94,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
46,Aruba,880,34,7.0,801.7543859649123,0.0,0.0,114,0,0,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
47,Bahamas,0,25,3.0,6.329113924050633,0.0,0.0,395,0,0,0,0,2017-04-06,2017,apr,6,0,0,0.0,0.0
48,Barbados,699,46,0.0,255.13698630136986,0.0,0.0,292,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
49,"Bonaire, St Eustatius and Saba",0,343,0.0,1372.0,0.0,0.0,25,0,0,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
50,Cayman Islands,217,31,10.0,427.58620689655174,0.0,0.0,58,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
51,Curacao,2589,1259,0.0,2582.55033557047,0.0,0.0,149,0,0,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
53,Grenada,335,112,0.0,402.7027027027027,0.0,1.0,111,8,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
54,Guyana,0,37,0.0,4.786545924967658,0.0,0.0,773,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
55,Jamaica,7371,203,0.0,269.72934472934475,0.0,0.0,2808,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
56,Montserrat ,18,5,0.0,460.0,0.0,0.0,5,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
57,Saint Kitts and Nevis,549,33,0.0,1098.1132075471698,0.0,0.0,53,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
58,Saint Lucia,822,50,0.0,528.4848484848485,0.0,0.0,165,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
59,Saint Vincent and the Grenadines,508,83,0.0,579.4117647058823,0.0,0.0,102,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
60,Sint Maarten (Dutch part),247,147,0.0,938.0952380952381,0.0,0.0,42,0,0,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
61,Suriname,2768,723,0.0,637.043795620438,4.0,4.0,548,2,5,15,4,2017-04-06,2017,apr,6,1,0,0.0,0.0
62,Trinidad and Tobago,0,718,1.0,52.52377468910022,0.0,3.0,1367,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
63,Turks and Caicos Islands,175,25,3.0,384.61538461538464,0.0,0.0,52,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
64,Virgin Islands (UK),74,52,0.0,360.0,0.0,0.0,35,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
65,Virgin Islands (US),1074,1010,2.0,2023.3009708737864,0.0,0.0,103,,,,,2017-04-06,2017,apr,6,-9,13,0.0,0.0
35,Subtotal ,164178,14821,41.0,128.20900333058768,0.0,150.0,139615,195,216,417,0,2017-04-06,2017,apr,6,161295,14765,0.0,146.0
67,TOTAL,554479,207557,5827.0,75.93713658771371,20.0,2971.0,1003509,9611,3216,1366,93,2017-04-06,2017,apr,6,2864,1099,0.0,162.0
34,Venezuela (Bolivarian Republic of),59885,2413,0.0,197.65848086807537,0.0,0.0,31518,,,,,2017-04-06,2017,apr,6,29,0,0.0,0.0
32,Ecuador,2837,1100,15.0,23.851932630558586,0.0,0.0,16506,,,,,2017-04-06,2017,apr,6,33,42,0.0,0.0
2,Bermuda ,0,0,6.0,0.0,0.0,0.0,71,0,0,0,0,2017-04-06,2017,apr,6,0,0,0.0,0.0
3,Canada,0,0,486.0,0.0,0.0,1.0,36284,0,0,0,0,2017-04-06,2017,apr,6,0,0,0.0,0.0
4,United States of America,0,223,4901.0,0.06855294869903103,0.0,63.0,325296,0,0,0,7,2017-04-06,2017,apr,6,0,0,0.0,2.0
5,Subtotal ,0,223,5393.0,0.0616616572330783,0.0,64.0,361651,0,0,0,7,2017-04-06,2017,apr,6,-164178,-14598,0.0,-86.0
8,Mexico,0,8199,15.0,6.374393581291206,0.0,5.0,128624,0,0,419,0,2017-04-06,2017,apr,6,0,17,0.0,0.0
10,Belize ,816,73,0.0,239.62264150943398,0.0,0.0,371,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
11,Costa Rica,6247,1779,32.0,164.43351772177832,0.0,5.0,4881,0,0,0,1,2017-04-06,2017,apr,6,45,20,0.0,3.0
12,El Salvador,11464,51,0.0,187.3271514559948,0.0,4.0,6147,,,,,2017-04-06,2017,apr,6,3,0,0.0,0.0
13,Guatemala,3598,921,0.0,27.102075086961737,0.0,59.0,16674,5,0,47,13,2017-04-06,2017,apr,6,0,0,0.0,0.0
14,Honduras,32130,302,0.0,395.995115995116,0.0,2.0,8190,61,0,141,1,2017-04-06,2017,apr,6,0,0,0.0,0.0
15,Nicaragua,0,2060,3.0,33.3117723156533,0.0,2.0,6184,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
33,Peru,1954,921,22.0,8.992805755395683,0.0,0.0,31970,,,,,2017-04-06,2017,apr,6,7,5,0.0,0.0
16,Panama,4006,878,42.0,122.40601503759399,0.0,5.0,3990,35,5,13,3,2017-04-06,2017,apr,6,0,0,0.0,0.0
19,Cuba,0,187,58.0,1.641502808988764,0.0,0.0,11392,,,29,,2017-04-06,2017,apr,6,0,0,0.0,0.0
20,Dominican Republic,4902,345,0.0,49.00074710496825,0.0,54.0,10708,16,0,274,30,2017-04-06,2017,apr,6,0,0,0.0,0.0
21,French Guiana,10320,483,10.0,3914.1304347826085,0.0,17.0,276,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
22,Guadeloupe,30845,382,0.0,6615.889830508475,0.0,14.0,472,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
23,Haiti,2955,5,0.0,27.11615976548186,0.0,1.0,10916,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
24,Martinique,36680,21,0.0,9267.929292929293,0.0,22.0,396,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
25,Puerto Rico,0,39815,137.0,1081.6354251562075,5.0,12.0,3681,0,1,11,34,2017-04-06,2017,apr,6,0,179,0.0,0.0
26,Saint Barthelemy,990,61,0.0,10510.0,0.0,0.0,10,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
27,Saint Martin,3215,200,0.0,9486.111111111111,0.0,1.0,36,,,,,2017-04-06,2017,apr,6,0,0,0.0,0.0
28,Subtotal ,89907,41499,205.0,346.83664581518724,5.0,121.0,37887,16,1,314,64,2017-04-06,2017,apr,6,89907,41276,5.0,57.0
30,Bolivia (Plurinational State of),1767,585,4.0,21.438337435056056,0.0,14.0,10971,,,,,2017-04-06,2017,apr,6,405,151,0.0,0.0
31,Colombia,97735,9802,0.0,221.0421377183967,0.0,136.0,48650,195,216,417,0,2017-04-06,2017,apr,6,54,0,0.0,1.0
17,Subtotal ,58261,6064,77.0,138.52100695566037,0.0,77.0,46437,101,5,201,18,2017-04-06,2017,apr,6,-31646,-35435,-5.0,-44.0
66,Subtotal ,19970,5052,29.0,338.95963153616907,4.0,8.0,7382,10,5,15,4,2017-04-06,2017,apr,6,-38291,-1012,4.0,-69.0
